/Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/center_2021_03_03_15_42_38_402.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/left_2021_03_03_15_42_38_402.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/right_2021_03_03_15_42_38_402.jpg, 0, 0, 0, 7.826513E-05
/Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/center_2021_03_03_15_42_38_504.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/left_2021_03_03_15_42_38_504.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/right_2021_03_03_15_42_38_504.jpg, 0, 0, 0, 7.887773E-05
/Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/center_2021_03_03_15_42_38_607.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/left_2021_03_03_15_42_38_607.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/right_2021_03_03_15_42_38_607.jpg, 0, 0, 0, 7.878379E-05
/Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/center_2021_03_03_15_42_38_709.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/left_2021_03_03_15_42_38_709.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/right_2021_03_03_15_42_38_709.jpg, 0, 0, 0, 7.791131E-05
/Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/center_2021_03_03_15_42_38_811.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/left_2021_03_03_15_42_38_811.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/right_2021_03_03_15_42_38_811.jpg, 0, 0, 0, 7.864378E-05
/Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/center_2021_03_03_15_42_38_915.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/left_2021_03_03_15_42_38_915.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/right_2021_03_03_15_42_38_915.jpg, 0, 0, 0, 7.780996E-05
/Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/center_2021_03_03_15_42_39_017.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/left_2021_03_03_15_42_39_017.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/right_2021_03_03_15_42_39_017.jpg, 0, 0, 0, 7.874227E-05
/Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/center_2021_03_03_15_42_39_119.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/left_2021_03_03_15_42_39_119.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/right_2021_03_03_15_42_39_119.jpg, 0, 0, 0, 7.842176E-05
/Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/center_2021_03_03_15_42_39_223.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/left_2021_03_03_15_42_39_223.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/right_2021_03_03_15_42_39_223.jpg, 0, 0, 0, 8.005319E-05
/Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/center_2021_03_03_15_42_39_324.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/left_2021_03_03_15_42_39_324.jpg, /Users/carlos.jimenez/PycharmProjects/self_driving_car/behavioral-clonning/data/IMG/right_2021_03_03_15_42_39_324.jpg, 0, 0, 0, 7.845295E-05
